rank,Export country,Import country,Inquiry Criteria,Export amount (unit:$),Revenue share,Export Share,Item HS CODE,best_worst
2777,Germany,South Sudan,2019,28917,44.09087444,8.66478E-05,870332,worst
2778,Norway,Albania,2019,28884,0.021824681,0.380899883,870332,worst
2779,Luxembourg,Estonia,2019,28837,0.01223143,0.017968705,870332,worst
2780,Norway,Poland,2019,28722,0.001184956,0.378763552,870332,worst
2781,Swiss,Jamaica,2019,28711,0.257916601,0.037998414,870332,worst
2782,Argentina,Carborbere,2019,28684,0.520996898,0.029398303,870332,worst
2783,India,Polynesia (p),2019,28650,0.12378254,0.014138861,870332,worst
2784,Chile,Germany,2019,28609,0.000138136,0.108706002,870332,worst
2785,Romania,Hungary,2019,28529,0.00289407,0.021008075,870332,worst
2786,Morocco,Romania,2019,28345,0.004204368,0.014802263,870332,worst
2787,Netherlands,Angola,2019,28257,0.078839258,0.002541377,870332,worst
2788,Japan,Haiti,2019,28233,5.022852172,0.001412934,870332,worst
2789,Cyprus,Croatia,2019,28219,0.004882578,2.360683769,870332,worst
2790,Albania,Germany,2019,28186,0.000136094,4.137103,870332,worst
2791,uk,Jordan,2019,28169,0.863722343,0.000823469,870332,worst
2792,Montenegro,Swiss,2019,28047,0.0011759,0.679364841,870332,worst
2793,Lithuania,Portugal,2019,28046,0.002148797,0.016641718,870332,worst
2794,Thailand,Dominica,2019,28000,21.07132644,0.001499059,870332,worst
2795,Guinea,Belgium,2019,27994,0.000508687,99.92147344,870332,worst
2796,Other country,Croatia,2019,27993,0.004843475,0.094253855,870332,worst
2797,france,Burundi,2019,27990,0.599547223,0.000425749,870332,worst
2798,Portugal,Pakistan,2019,27989,4.099799031,0.001418728,870332,worst
2799,USA,"Virgin Islands, Young",2019,27952,16.66994674,0.001065125,870332,worst
2800,turkey,Jamaica,2019,27943,0.251017504,0.001778522,870332,worst
2801,france,Other country,2019,27933,1.433400967,0.000424882,870332,worst
2802,Lithuania,Poland,2019,27931,0.001152323,0.01657348,870332,worst
2803,Other country,Slovenian,2019,27830,0.003539763,0.093705026,870332,worst
2804,Mexico,India,2019,27643,0.03815453,0.000848397,870332,worst
2805,Indonesia,Rwanda,2019,27614,1.05095419,0.006990127,870332,worst
2806,North Korea,Mozambique,2019,27414,0.327938509,3.935033337,870332,worst
2807,Italy,Palestine,2019,27346,0.121444708,0.000783705,870332,worst
2808,Macedonia,Swiss,2019,27302,0.001144665,1.971190953,870332,worst
2809,Austria,Lebanon,2019,27216,5.864531393,0.002382917,870332,worst
2810,Republic of South Africa,Nigeria,2019,27207,0.00719192,0.000980124,870332,worst
2811,Romania,Palestine,2019,27172,0.120671967,0.020008813,870332,worst
2812,australia,Cote Divoire,2019,27137,0.327321286,0.450554107,870332,worst
2813,Georgia,Uzbekistan,2019,27000,1.206116889,9.108697119,870332,worst
2814,Canada,Mali,2019,26975,0.931525696,0.003978746,870332,worst
2815,Bosnia Herzegovina,Lithuania,2019,26941,0.008354242,3.176480298,870332,worst
2816,Italy,Madagascar,2019,26896,0.148358034,0.000770809,870332,worst
2817,france,Trinidadi Tobago,2019,26871,1.150799684,0.000408728,870332,worst
2818,Thailand,Montenegro,2019,26786,0.042801601,0.001434064,870332,worst
2819,Thailand,Luxembourg,2019,26659,0.003213943,0.001427264,870332,worst
2820,turkey,Iceland,2019,26617,0.040714137,0.001694125,870332,worst
2821,Belarus,Ukraine,2019,26599,0.002743298,1.78067904,870332,worst
2822,Moldavia,Croatia,2019,26503,0.004585668,5.347012065,870332,worst
2823,france,Indonesia,2019,26500,0.010010009,0.000403085,870332,worst
2824,Netherlands,Oman,2019,26402,0.038669473,0.002374542,870332,worst
2825,Belarus,Lithuania,2019,26340,0.008167876,1.763340197,870332,worst
2826,Sweden,Kenya,2019,26335,0.087744296,0.000650277,870332,worst
2827,Arab Emirates,Bulgaria,2019,26282,0.012400716,0.083477142,870332,worst
2828,france,Nigeria,2019,26265,0.006942911,0.000399511,870332,worst
2829,Estonia,Moritania,2019,26251,0.127060369,0.02362217,870332,worst
2830,korea,Armenia,2019,26209,1.405748502,0.000936227,870332,worst
2831,turkey,Armenia,2019,26208,1.405694866,0.001668093,870332,worst
2832,Latvia,Uzbekistan,2019,26138,1.16761049,0.042293026,870332,worst
2833,Argentina,Romania,2019,26123,0.003874782,0.026773528,870332,worst
2834,Trinidadi Tobago,uk,2019,25935,0.0002602,90.79928579,870332,worst
2835,Belgium,Kyrgyzstan,2019,25920,0.436772909,0.000453071,870332,worst
2836,Italy,Venezuela,2019,25748,5.317516537,0.000737908,870332,worst
2837,Belgium,Eritrea,2019,25706,100,0.000449331,870332,worst
2838,Russian Federation,Mongolia,2019,25696,1.909343344,0.015267294,870332,worst
2839,Bencyan,Cote Divoire,2019,25663,0.309542181,66.20830216,870332,worst
2840,Belgium,Lebanon,2019,25640,5.524933309,0.000448177,870332,worst
2841,Spain,Dominican Republic,2019,25586,0.911659269,0.000313003,870332,worst
2842,Lithuania,Spain,2019,25506,0.000463535,0.015134553,870332,worst
2843,Belgium,Lesotho,2019,25480,3.607506672,0.00044538,870332,worst
2844,Romania,Chile,2019,25439,0.007175467,0.018732673,870332,worst
2845,Canada,Iceland,2019,25412,0.038870934,0.003748207,870332,worst
2846,korea,Equatorial,2019,25409,1.854241132,0.00090765,870332,worst
2847,Croatia,Luxembourg,2019,25306,0.003050828,0.035012656,870332,worst
2848,USA,Rwanda,2019,25271,0.96178255,0.000962964,870332,worst
2849,Thailand,Bellless,2019,25218,3.162357686,0.001350116,870332,worst
2850,Austria,Iceland,2019,25206,0.03855583,0.00220693,870332,worst
2851,Belgium,Rwanda,2019,25202,0.959156496,0.000440521,870332,worst
2852,Republic of South Africa,brazil,2019,25183,0.030008833,0.00090721,870332,worst
2853,Latvia,Swiss,2019,25183,0.001055824,0.040747772,870332,worst
2854,Swiss,Lesotho,2019,25155,3.561492556,0.033292122,870332,worst
2855,Swiss,USA,2019,25155,0.005801112,0.033292122,870332,worst
2856,Austria,Social Outer System,2019,25100,100,0.002197649,870332,worst
2857,Indonesia,Yemen,2019,25045,1.444865779,0.006339818,870332,worst
2858,sebum,Tanzania,2019,25000,0.866135922,100,870332,worst
2859,Columbia,Panama,2019,24999,0.024773349,6.863840665,870332,worst
2860,Singapore,sebum,2019,24985,0.477249879,0.853168024,870332,worst
2861,Canada,korea,2019,24961,0.001160545,0.003681686,870332,worst
2862,uk,Bellless,2019,24904,3.122981831,0.000728023,870332,worst
2863,korea,Iran,2019,24798,15.59161757,0.000885824,870332,worst
2864,Denmark,Cameroon,2019,24770,0.320320999,0.010345901,870332,worst
2865,San Marino,Albania,2019,24720,0.018678373,22.9914991,870332,worst
2866,Latvia,Portugal,2019,24680,0.001890904,0.039933885,870332,worst
2867,Italy,Sangome Princed Pepe,2019,24650,1.254723027,0.000706441,870332,worst
2868,Iceland,Spain,2019,24637,0.000447742,7.136629212,870332,worst
2869,North Korea,surname,2019,24625,1.299737044,3.534697451,870332,worst
2870,Zimbabwe,Italy,2019,24623,0.000244015,100,870332,worst
2871,Latvia,Chile,2019,24617,0.006943609,0.039831946,870332,worst
2872,Canada,Guinea,2019,24558,0.181728104,0.003622244,870332,worst
2873,Italy,Cote Divoire,2019,24465,0.295092135,0.000701139,870332,worst
2874,Spain,Mali,2019,24251,0.837458004,0.000296672,870332,worst
2875,Bulgaria,Serbia,2019,24180,0.007420071,0.054060562,870332,worst
2876,Belgium,Nauru,2019,24172,100,0.000422517,870332,worst
2877,Belgium,Gambia,2019,24156,1.16306671,0.000422237,870332,worst
2878,Canada,Burundi,2019,24132,0.516908667,0.00355941,870332,worst
2879,Belgium,Syria,2019,24072,0.343472272,0.000420769,870332,worst
2880,korea,Myanmar,2019,24038,0.524592311,0.000858676,870332,worst
2881,Armenia,Georgia,2019,23907,0.045357783,92.7490689,870332,worst
2882,australia,Georgia,2019,23906,0.045355886,0.396909993,870332,worst
2883,Swiss,Poland,2019,23841,0.000983585,0.03155307,870332,worst
2884,Canada,Angola,2019,23825,0.066473629,0.003514129,870332,worst
2885,korea,Haiti,2019,23795,4.233300302,0.000849995,870332,worst
2886,Italy,India,2019,23684,0.032690081,0.000678756,870332,worst
2887,Belgium,Komoro,2019,23624,10.36185798,0.000412938,870332,worst
2888,Latvia,Norway,2019,23575,0.002678202,0.038145921,870332,worst
2889,Thailand,Arab Emirates,2019,23505,0.06406804,0.001258406,870332,worst
2890,turkey,Algeria,2019,23500,0.007030025,0.001495733,870332,worst
2891,Spain,Cote Divoire,2019,23497,0.283416305,0.000287448,870332,worst
2892,uk,Papua New Guinea,2019,23466,0.312975019,0.000685986,870332,worst
2893,Belgium,Uganda,2019,23439,1.310319035,0.000409704,870332,worst
2894,India,Vietnam,2019,23437,0.007363773,0.01156623,870332,worst
2895,Serbia,Slovakia,2019,23404,0.003264491,0.029430049,870332,worst
2896,uk,Belarus,2019,23300,0.020207968,0.000681133,870332,worst
2897,Austria,Canada,2019,23196,0.128312691,0.002030943,870332,worst
2898,korea,Aruba,2019,23167,7.038239878,0.000827562,870332,worst
2899,Croatia,Norway,2019,23142,0.002629012,0.032018608,870332,worst
2900,Sweden,Sierra Lion,2019,23048,1.63164173,0.000569113,870332,worst
2901,Sweden,Mozambique,2019,23046,0.275686543,0.000569063,870332,worst
2902,Norway,Finland,2019,23039,0.003358982,0.303820538,870332,worst
2903,Republic of South Africa,Congo,2019,22991,0.642450404,0.000828244,870332,worst
2904,Romania,Albania,2019,22936,0.017330387,0.016889524,870332,worst
2905,Morocco,Nigeria,2019,22875,0.006046796,0.011945732,870332,worst
2906,North Korea,Angola,2019,22837,0.063717031,3.27804612,870332,worst
2907,Moldavia,Slovenian,2019,22810,0.002901257,4.601944882,870332,worst
2908,Slovakia,Peru,2019,22795,0.46200999,0.001013251,870332,worst
2909,Canada,Tajikistan,2019,22779,0.690597308,0.003359846,870332,worst
2910,Japan,Sangome Princed Pepe,2019,22737,1.157348376,0.001137884,870332,worst
2911,Sweden,Guinea,2019,22625,0.16742399,0.000558668,870332,worst
2912,Arab Emirates,korea,2019,22621,0.001051748,0.071849038,870332,worst
2913,India,Grenada,2019,22602,1.323364092,0.011154155,870332,worst
2914,Republic of South Africa,Ghana,2019,22560,0.054632016,0.000812717,870332,worst
2915,Canada,Guatemala,2019,22524,0.132713047,0.003322234,870332,worst
2916,Republic of South Africa,Morocco,2019,22511,0.002106789,0.000810952,870332,worst
2917,Slovakia,Ethiopia,2019,22487,0.110410334,0.000999561,870332,worst
2918,Kazakhstan,Ukraine,2019,22418,0.002312089,18.66953147,870332,worst
2919,Norway,Cyprus,2019,22394,0.014647125,0.295314776,870332,worst
2920,Netherlands,Sintmarton (Yes),2019,22387,6.342429428,0.002013441,870332,worst
2921,Denmark,Japan,2019,22357,0.000872997,0.009338042,870332,worst
2922,Cote Divoire,Ghana,2019,22339,0.054096836,32.76185727,870332,worst
2923,Slovakia,Cameroon,2019,22315,0.288573399,0.000991915,870332,worst
2924,korea,Sangome Princed Pepe,2019,22291,1.134646288,0.00079627,870332,worst
2925,Germany,Nicaragua,2019,22248,7.867099484,6.66646E-05,870332,worst
2926,Slovakia,Denmark,2019,22239,0.001995792,0.000988537,870332,worst
2927,Croatia,Swiss,2019,22202,0.000930842,0.030718051,870332,worst
2928,Luxembourg,Bosnia Herzegovina,2019,22171,0.006468239,0.013815035,870332,worst
2929,Luxembourg,Azerbaijan,2019,22171,0.038586999,0.013815035,870332,worst
2930,Spain,Togo,2019,22166,1.089352885,0.000271165,870332,worst
2931,Denmark,Belarus,2019,22111,0.019176755,0.009235293,870332,worst
2932,Romania,Tunisia,2019,22105,0.019366966,0.016277595,870332,worst
2933,australia,Armenia,2019,22100,1.185357774,0.366925075,870332,worst
2934,australia,Cyprus,2019,21971,0.014370455,0.364783295,870332,worst
2935,Japan,Argentina,2019,21917,0.094044991,0.001096847,870332,worst
2936,Jjibuti,Slovenian,2019,21898,0.002785258,65.56680041,870332,worst
2937,Japan,Peru,2019,21894,0.443748485,0.001095696,870332,worst
2938,Canada,Kaman Islands,2019,21705,3.199788892,0.003201434,870332,worst
2939,Albania,Hungary,2019,21605,0.002191678,3.171152711,870332,worst
2940,Hungary,Moritania,2019,21533,0.104224255,0.001301479,870332,worst
2941,Japan,Monserat,2019,21488,31.83973447,0.001075378,870332,worst
2942,Swiss,Nigeria,2019,21402,0.005657422,0.028325104,870332,worst
2943,Singapore,Swiss,2019,21334,0.000894451,0.728496563,870332,worst
2944,India,Seychelles,2019,21330,18.79725752,0.010526419,870332,worst
2945,Myanmar,Portugal,2019,21272,0.001629794,100,870332,worst
2946,Swiss,catarrh,2019,21215,0.050216891,0.028077613,870332,worst
2947,USA,Libya,2019,21175,0.073607001,0.000806884,870332,worst
2948,Republic of South Africa,Republic of South Africa,2019,21101,0.004164116,0.000760157,870332,worst
2949,Swiss,Ethiopia,2019,21093,0.103565846,0.027916149,870332,worst
2950,korea,Central African Republic,2019,21025,2.649052515,0.000751046,870332,worst
2951,Denmark,Tunisia,2019,20712,0.01814651,0.008650961,870332,worst
2952,Portugal,Equatorial,2019,20711,1.511401003,0.001049815,870332,worst
2953,Finland,Albania,2019,20582,0.01555171,0.00390213,870332,worst
2954,Eswatini,Ukraine,2019,20488,0.002113037,7.096713856,870332,worst
2955,USA,Jamaica,2019,20407,0.183320124,0.000777619,870332,worst
2956,Angola,Sangome Princed Pepe,2019,20346,1.035642787,20.33034563,870332,worst
2957,Czech Republic,Cote Divoire,2019,20321,0.245108002,0.000293808,870332,worst
2958,El Salvador,france,2019,20265,0.000214132,10.10153878,870332,worst
2959,brazil,Panama,2019,20262,0.020079107,0.402364702,870332,worst
2960,Thailand,Somalia,2019,20182,2.784184969,0.0010805,870332,worst
2961,Belarus,Hungary,2019,20160,0.002045093,1.34961801,870332,worst
2962,Arab Emirates,Cyprus,2019,20154,0.01318202,0.064013329,870332,worst
2963,Sweden,Cameroon,2019,20088,0.259774252,0.000496023,870332,worst
2964,Netherlands,Columbia,2019,20058,0.027279874,0.001803976,870332,worst
2965,Canada,Tunisia,2019,20049,0.017565633,0.002957178,870332,worst
2966,USA,Gabon,2019,20000,0.947909078,0.00076211,870332,worst
2967,Austria,Tunisia,2019,19923,0.01745524,0.001744373,870332,worst
2968,Belgium,Chad,2019,19817,55.5767451,0.000346393,870332,worst
2969,Montenegro,Croatia,2019,19751,0.003417407,0.478416051,870332,worst
2970,Solomon,Swiss,2019,19728,0.000827117,100,870332,worst
2971,Italy,Congo,2019,19703,0.550571977,0.000564665,870332,worst
2972,Carborbere,Portugal,2019,19702,0.001509505,100,870332,worst
2973,Arab Emirates,Tunisia,2019,19622,0.017191523,0.062323585,870332,worst
2974,Poland,Senegal,2019,19575,0.256777112,0.00138592,870332,worst
2975,Azerbaijan,Ghana,2019,19501,0.047224244,20.10039374,870332,worst
2976,China,Cambodia,2019,19500,0.11541379,0.007842422,870332,worst
2977,Japan,Costa Rica,2019,19479,0.067455507,0.000974836,870332,worst
2978,Egypt,korea,2019,19443,0.000903989,28.00858567,870332,worst
2979,Netherlands,Kenya,2019,19429,0.064734533,0.001747405,870332,worst
2980,Romania,Ireland,2019,19419,0.002282893,0.014299689,870332,worst
2981,Japan,Honduras,2019,19393,0.144190837,0.000970532,870332,worst
2982,Hungary,Malta,2019,19327,0.084933178,0.001168146,870332,worst
2983,Italy,Malaysia,2019,19266,0.057451297,0.000552142,870332,worst
2984,Swiss,Togo,2019,19218,0.944472785,0.025434625,870332,worst
2985,Republic of South Africa,Montenegro,2019,19215,0.030703829,0.000692214,870332,worst
2986,Denmark,Laos,2019,19200,0.123107834,0.008019431,870332,worst
2987,uk,Kuwait,2019,19157,0.901707865,0.00056002,870332,worst
2988,Netherlands,turkey,2019,19141,0.001108562,0.001721502,870332,worst
2989,Portugal,Malta,2019,19080,0.083847728,0.000967142,870332,worst
2990,Montenegro,Italy,2019,19033,0.000188618,0.461024388,870332,worst
2991,Pakistan,Austria,2019,19027,0.000517303,100,870332,worst
2992,Greece,Israel,2019,19000,0.007806944,0.114778568,870332,worst
2993,Canada,Bencyan,2019,18989,1.567962664,0.002800831,870332,worst
2994,turkey,Kenya,2019,18932,0.063078603,0.001204988,870332,worst
2995,Sweden,Cote Divoire,2019,18920,0.228209409,0.000467182,870332,worst
2996,Netherlands,Singapore,2019,18805,0.188834266,0.001691283,870332,worst
2997,Indonesia,Japan,2019,18733,0.000731487,0.004742017,870332,worst
2998,Eswatini,Madagascar,2019,18732,0.103325501,6.488463683,870332,worst
2999,Poland,Kyrgyzstan,2019,18669,0.31458771,0.001321775,870332,worst
3000,China,Sangome Princed Pepe,2019,18669,0.9502809,0.007508214,870332,worst
3001,uk,Burundi,2019,18646,0.399398268,0.000545082,870332,worst
3002,Belgium,Macau,2019,18643,1.446371077,0.000325872,870332,worst
3003,Zambia,uk,2019,18589,0.0001865,30.64255572,870332,worst
3004,Poland,Saudi Arabia,2019,18479,0.014065774,0.001308323,870332,worst
3005,Finland,Mongolia,2019,18474,1.372712054,0.003502475,870332,worst
3006,Luxembourg,Denmark,2019,18465,0.001657102,0.011505779,870332,worst
3007,Saudi Arabia,Nigeria,2019,18456,0.004878674,5.448233516,870332,worst
3008,Canada,Bellless,2019,18340,2.299850898,0.002705105,870332,worst
3009,brazil,Spain,2019,18243,0.000331541,0.36227121,870332,worst
3010,france,Canada,2019,18242,0.100908782,0.000277475,870332,worst
3011,Other country,Sri Lanka,2019,18242,0.061726242,0.061421742,870332,worst
3012,Germany,Zambia,2019,18205,0.939600294,5.455E-05,870332,worst
3013,Japan,Togo,2019,18157,0.892329709,0.000908676,870332,worst
3014,Swiss,Cote Divoire,2019,18111,0.218451406,0.023969533,870332,worst
3015,Norway,korea,2019,18049,0.000839176,0.238016272,870332,worst
3016,Croatia,Bulgaria,2019,17974,0.008480727,0.024868311,870332,worst
3017,USA,Oman,2019,17868,0.02617022,0.000680869,870332,worst
3018,Netherlands,Burundi,2019,17779,0.380827084,0.001599007,870332,worst
3019,Burkina Faso,Burundi,2019,17729,0.379756081,100,870332,worst
3020,Swiss,Cameroon,2019,17709,0.22900947,0.023437495,870332,worst
3021,Italy,Saint -Pyr Miclong,2019,17680,9.830632875,0.000506689,870332,worst
3022,Spain,Jordan,2019,17577,0.53894876,0.000215026,870332,worst
3023,Lithuania,Kyrgyzstan,2019,17526,0.295327238,0.010399442,870332,worst
3024,Austria,Azerbaijan,2019,17465,0.030396551,0.001529161,870332,worst
3025,Greece,Latvia,2019,17429,0.007372226,0.105288193,870332,worst
3026,Mexico,Ethiopia,2019,17420,0.085531552,0.000534641,870332,worst
3027,Togo,Congo,2019,17365,0.485239932,24.5348065,870332,worst
3028,Serbia,Spain,2019,17362,0.00031553,0.021832358,870332,worst
3029,Bosnia Herzegovina,Swiss,2019,17349,0.000727375,2.045534935,870332,worst
3030,Canada,Kuwait,2019,17334,0.815900409,0.002556722,870332,worst
3031,Brunei,uk,2019,17311,0.000173678,100,870332,worst
3032,USA,Marshall Islands,2019,17300,6.33409611,0.000659225,870332,worst
3033,uk,Nepal,2019,17261,0.112667396,0.000504594,870332,worst
3034,Spain,Guatemala,2019,17248,0.101626471,0.000211001,870332,worst
3035,uk,Bencyan,2019,17241,1.423626536,0.000504009,870332,worst
3036,Japan,Lebanon,2019,17212,3.708859287,0.000861383,870332,worst
3037,Japan,India,2019,17207,0.023750136,0.000861133,870332,worst
3038,Finland,Georgia,2019,17177,0.032589227,0.003256578,870332,worst
3039,China,Iran,2019,17174,10.79806598,0.006906962,870332,worst
3040,Botswana,Republic of South Africa,2019,17135,0.003381457,16.12007978,870332,worst
3041,Gibraltar,USA,2019,17135,0.003951582,0.133326579,870332,worst
3042,Tunisia,Polynesia (p),2019,17135,0.074031896,6.01844697,870332,worst
3043,Austria,Ghana,2019,17129,0.041480133,0.001499743,870332,worst
3044,China,Saudi Arabia,2019,17093,0.013010784,0.006874386,870332,worst
3045,Czech Republic,Philippine,2019,17074,0.002127777,0.000246862,870332,worst
3046,Netherlands,Cameroon,2019,17070,0.220746041,0.001535241,870332,worst
3047,Cook Islands,france,2019,17018,0.000179822,100,870332,worst
3048,"Virgin Islands, Young",Nigeria,2019,16947,0.004479784,100,870332,worst
3049,Japan,Kaman Islands,2019,16813,2.478601734,0.000841415,870332,worst
3050,Bosnia Herzegovina,Belgium,2019,16796,0.000305205,1.980333436,870332,worst
3051,Moritania,Belgium,2019,16796,0.000305205,53.21589253,870332,worst
3052,Senegal,Belgium,2019,16796,0.000305205,31.19787507,870332,worst
3053,Cote Divoire,Portugal,2019,16794,0.001286704,24.62968938,870332,worst
3054,Bahrain,Italy,2019,16794,0.00016643,1.125640185,870332,worst
3055,Canada,Italy,2019,16794,0.00016643,0.002477074,870332,worst
3056,Bosnia Herzegovina,Italy,2019,16794,0.00016643,1.980097625,870332,worst
3057,korea,Pakistan,2019,16740,2.452057443,0.000597979,870332,worst
3058,uk,Mali,2019,16739,0.578046659,0.000489334,870332,worst
3059,Hungary,Georgia,2019,16710,0.031703207,0.001009971,870332,worst
3060,Argentina,Spain,2019,16680,0.000303135,0.017095373,870332,worst
3061,Zambia,Zimbabwe,2019,16521,0.492385035,27.23361466,870332,worst
3062,Lithuania,Swiss,2019,16427,0.000688719,0.009747326,870332,worst
3063,Republic of South Africa,Mali,2019,16414,0.566823458,0.000591309,870332,worst
3064,Egypt,Ghana,2019,16382,0.039671174,23.59906652,870332,worst
3065,Hungary,Montenegro,2019,16298,0.026042727,0.000985069,870332,worst
3066,Republic of South Africa,Bosnia Herzegovina,2019,16277,0.004748704,0.000586374,870332,worst
3067,Denmark,Montenegro,2019,16260,0.025982007,0.006791455,870332,worst
3068,Georgia,Luxembourg,2019,16232,0.00195689,5.476013764,870332,worst
3069,San Marino,Ukraine,2019,16175,0.001668215,15.04399263,870332,worst
3070,Afghanistan,Tunisia,2019,16145,0.014145201,58.60466805,870332,worst
3071,North Korea,Burkina Faso,2019,16137,0.121767,2.316321331,870332,worst
3072,Republic of South Africa,Romania,2019,16116,0.00239046,0.000580574,870332,worst
3073,Sweden,Belarus,2019,16070,0.013937427,0.000396809,870332,worst
3074,Slovakia,Egypt,2019,16060,0.048661854,0.000713877,870332,worst
3075,Indonesia,Malaysia,2019,16042,0.047837315,0.004060825,870332,worst
3076,Luxembourg,Norway,2019,15944,0.001811294,0.009934911,870332,worst
3077,Austria,USA,2019,15816,0.003647401,0.001384782,870332,worst
3078,Poland,Mongolia,2019,15801,1.174094574,0.001118719,870332,worst
3079,Argentina,france,2019,15704,0.000165938,0.016095069,870332,worst
3080,Greece,Albania,2019,15683,0.011850037,0.094740647,870332,worst
3081,Senegal,france,2019,15674,0.000165621,29.11380649,870332,worst
3082,Vietnam,france,2019,15674,0.000165621,33.30924855,870332,worst
3083,China,Armenia,2019,15648,0.839297667,0.006293242,870332,worst
3084,Romania,Estonia,2019,15603,0.00661813,0.011489677,870332,worst
3085,Japan,Tonga,2019,15483,8.754035518,0.000774854,870332,worst
3086,Zambia,Malawi,2019,15458,0.84066015,25.48133984,870332,worst
3087,Germany,Sangome Princed Pepe,2019,15347,0.781185975,4.59862E-05,870332,worst
3088,Denmark,uk,2019,15326,0.000153763,0.006401343,870332,worst
3089,Netherlands,Togo,2019,15279,0.750889774,0.001374162,870332,worst
3090,Bosnia Herzegovina,Slovenian,2019,15219,0.00193574,1.794397151,870332,worst
3091,Norway,Georgia,2019,15209,0.02885542,0.200564545,870332,worst
3092,Singapore,Kenya,2019,15163,0.050520857,0.517774135,870332,worst
3093,Ireland,Cyprus,2019,15128,0.009894691,0.203876373,870332,worst
3094,Canada,Barbados,2019,15073,0.655939312,0.00222323,870332,worst
3095,Ireland,Malawi,2019,15021,0.816894561,0.20243436,870332,worst
3096,Russian Federation,Nicaragua,2019,14967,5.292470244,0.008892652,870332,worst
3097,Macedonia,Austria,2019,14891,0.000404854,1.075122866,870332,worst
3098,Bosnia Herzegovina,Hungary,2019,14874,0.001508865,1.753719905,870332,worst
3099,Thailand,Mongolia,2019,14846,1.103133222,0.000794822,870332,worst
3100,New Zealand,USA,2019,14826,0.003419093,0.266131985,870332,worst
3101,Czech Republic,Quiraso,2019,14820,2.357961461,0.000214273,870332,worst
3102,Sweden,Iraq,2019,14801,0.136185879,0.000365474,870332,worst
3103,Arab Emirates,Spain,2019,14796,0.000268896,0.046995198,870332,worst
3104,Norway,Nigeria,2019,14728,0.003893211,0.194221489,870332,worst
3105,Ukraine,Georgia,2019,14721,0.027929557,1.169628279,870332,worst
3106,China,Barbados,2019,14700,0.639707284,0.00591198,870332,worst
3107,China,Gaiana,2019,14700,0.386895151,0.00591198,870332,worst
3108,france,Vietnam,2019,14686,0.004614258,0.000223385,870332,worst
3109,Japan,"Virgin Islands, Young",2019,14639,8.730371722,0.000732616,870332,worst
3110,Canada,Madagascar,2019,14637,0.080737527,0.002158921,870332,worst
3111,Italy,Arab Emirates,2019,14553,0.039667398,0.000417072,870332,worst
3112,france,Egypt,2019,14529,0.044022918,0.000220997,870332,worst
3113,India,Ukraine,2019,14518,0.001497319,0.007164677,870332,worst
3114,Canada,Malaysia,2019,14508,0.04326292,0.002139894,870332,worst
3115,Albania,Slovenian,2019,14476,0.001841236,2.124767723,870332,worst
3116,Belgium,Bermuda shorts,2019,14443,3.619645278,0.000252458,870332,worst
3117,India,Gaiana,2019,14429,0.379762594,0.007120755,870332,worst
3118,India,Nigeria,2019,14399,0.003806243,0.00710595,870332,worst
3119,USA,Kaman Islands,2019,14384,2.120514325,0.000548109,870332,worst
3120,Saudi Arabia,Ethiopia,2019,14321,0.070315578,4.227576516,870332,worst
3121,turkey,Guinea,2019,14253,0.105471564,0.000907178,870332,worst
3122,Finland,USA,2019,14241,0.003284183,0.002699943,870332,worst
3123,Argentina,El Salvador,2019,14200,0.694964444,0.014553615,870332,worst
3124,Nepal,India,2019,14123,0.019493414,64.63023979,870332,worst
3125,Slovenian,Macedonia,2019,14121,0.013816264,0.001340874,870332,worst
3126,Poland,Malta,2019,14110,0.062006889,0.000998995,870332,worst
3127,Romania,Slovakia,2019,14068,0.001962265,0.01035934,870332,worst
3128,Croatia,Ukraine,2019,14058,0.001449877,0.019450246,870332,worst
3129,Senegal,Madagascar,2019,14038,0.07743345,26.07500418,870332,worst
3130,Kazakhstan,Georgia,2019,14011,0.026582503,11.66824897,870332,worst
3131,Mexico,Peru,2019,14000,0.283752571,0.000429677,870332,worst
3132,Israel,Spain,2019,13994,0.000254321,9.623425208,870332,worst
3133,Greece,Macedonia,2019,13968,0.013666565,0.084380371,870332,worst
3134,Jordan,Hungary,2019,13915,0.001411581,12.13429257,870332,worst
3135,korea,Angla,2019,13900,23.16975597,0.00049653,870332,worst
3136,Romania,Spain,2019,13884,0.000252322,0.010223847,870332,worst
3137,Singapore,Ireland,2019,13861,0.001629496,0.473314468,870332,worst
3138,Latvia,Macedonia,2019,13707,0.013411198,0.022178839,870332,worst
3139,Denmark,Latvia,2019,13687,0.005789411,0.005716768,870332,worst
3140,China,Egypt,2019,13686,0.041468626,0.005504174,870332,worst
3141,korea,Malawi,2019,13666,0.743204918,0.000488171,870332,worst
3142,India,Peru,2019,13656,0.276780365,0.006739277,870332,worst
3143,Other country,Italy,2019,13586,0.000134638,0.045744753,870332,worst
3144,Macedonia,Serbia,2019,13583,0.00416819,0.98068591,870332,worst
3145,Malta,Cyprus,2019,13548,0.008861268,10.14178132,870332,worst
3146,turkey,Senegal,2019,13525,0.177415604,0.000860842,870332,worst
3147,USA,Turk Skaens System,2019,13498,1.369511377,0.000514348,870332,worst
3148,Italy,Moritania,2019,13492,0.065304122,0.000386665,870332,worst
3149,Belgium,Malaysia,2019,13435,0.040063229,0.000234838,870332,worst
